action,dataset,predicate,llm,deepseek-chat,deepseek-r1:70b,deepseek-reasoner,gemini-2.0-flash,gemini-2.5-flash,gemini-2.5-pro,gpt-4.1-2025-04-14,gpt-4.1-mini-2025-04-14,gpt-4.1-nano-2025-04-14,gpt-4o,gpt-5,gpt-5-mini,gpt-5-nano,grok-3-mini,llama3.1:8b,o3,deepseek-r1:1.5b,gpt-oss:20b,llama3.3:70b
fixing,overall,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A4=A1|3,gpt-4o,0.4138,0.0,0.0,0.0474,1.0,0.2858,0.0245,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7137,
fixing,overall,?A4=A1|3,gpt-5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9426,0.0,1.0,1.0,0.0535,0.213,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A4=A1|3,gpt-5-mini,1.0,0.0,0.0003,1.0,1.0,1.0,1.0,0.9991,0.0,1.0,0.9558,1.0,0.8037,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A4=A1|3,gpt-5-nano,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9918,0.0,1.0,0.8132,0.2222,1.0,1.0,0.0,1.0,0.0,1.0,
fixing,overall,?A4=A1|3,gpt-oss:20b,0.3184,0.0,0.0,0.1088,0.9986,0.258,0.0727,0.0021,0.0,0.3534,0.0001,0.0,0.0,0.9943,0.0,0.9851,0.0,1.0,
fixing,overall,?A4=A1|3,grok-3-mini,0.0,0.0,0.0,0.0,0.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3017,0.0,0.0103,
fixing,overall,?A4=A1|3,llama3.1:8b,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
fixing,overall,?A4=A1|3,o3,0.0,0.0,0.0,0.0,0.9253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,0.0,1.0,0.0,0.0247,
fixing,qawiki,?A1=A2,deepseek-chat,1.0,0.0005,0.0,0.2025,0.9712,0.2712,0.2712,0.0871,0.0,0.8837,0.9953,0.9481,0.2483,0.9414,0.0,0.0524,,,
fixing,qawiki,?A1=A2,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A1=A2,deepseek-reasoner,1.0,0.002,1.0,0.9996,1.0,0.9999,0.9998,0.9981,0.0284,1.0,1.0,1.0,0.9996,1.0,0.0,0.994,,,
fixing,qawiki,?A1=A2,gemini-2.0-flash,0.8785,0.002,0.0009,1.0,0.998,0.617,0.6196,0.3136,0.0,0.98,0.9998,0.9901,0.5573,0.9865,0.0,0.2135,,,
fixing,qawiki,?A1=A2,gemini-2.5-flash,0.0607,0.0005,0.0,0.0057,1.0,0.01,0.0158,0.0008,0.0,0.3714,0.8852,0.5679,0.0098,0.5,0.0,0.0011,,,
fixing,qawiki,?A1=A2,gemini-2.5-pro,0.8198,0.001,0.0003,0.5,0.9962,1.0,0.5598,0.2983,0.0,0.9703,0.9995,0.988,0.5,0.9887,0.0,0.1704,,,
fixing,qawiki,?A1=A2,gpt-4.1-2025-04-14,0.8198,0.001,0.0004,0.5,0.9931,0.5598,1.0,0.2664,0.0,0.967,0.9995,0.9907,0.5,0.9931,0.0,0.1659,,,
fixing,qawiki,?A1=A2,gpt-4.1-mini-2025-04-14,0.9519,0.001,0.0043,0.7912,0.9998,0.7865,0.8256,1.0,0.0,0.9952,1.0,0.9984,0.7478,0.9981,0.0,0.3991,,,
fixing,qawiki,?A1=A2,gpt-4.1-nano-2025-04-14,1.0,0.0078,0.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,
fixing,qawiki,?A1=A2,gpt-4o,0.1856,0.002,0.0,0.0395,0.7443,0.0557,0.0631,0.0113,0.0,1.0,0.9599,0.7443,0.0235,0.6864,0.0,0.0023,,,
fixing,qawiki,?A1=A2,gpt-5,0.0119,0.001,0.0,0.0007,0.2122,0.0014,0.0014,0.0001,0.0,0.0814,1.0,0.2024,0.0007,0.1885,0.0,0.0,,,
fixing,qawiki,?A1=A2,gpt-5-mini,0.092,0.001,0.0,0.0201,0.5679,0.0244,0.02,0.0039,0.0,0.3714,0.895,1.0,0.0083,0.5,0.0,0.0003,,,
fixing,qawiki,?A1=A2,gpt-5-nano,0.8296,0.0005,0.0009,0.5573,0.996,0.6026,0.6043,0.3444,0.0,0.99,0.9998,0.9968,1.0,0.988,0.0,0.2094,,,
fixing,qawiki,?A1=A2,grok-3-mini,0.1055,0.002,0.0,0.0267,0.6286,0.0244,0.0168,0.0047,0.0,0.4357,0.8923,0.6321,0.0244,1.0,0.0,0.0005,,,
fixing,qawiki,?A1=A2,llama3.1:8b,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A1=A2,o3,0.971,0.0039,0.0124,0.8554,0.9996,0.8898,0.8942,0.6955,0.0,0.9992,1.0,0.9999,0.8597,0.9999,0.0,1.0,,,
fixing,qawiki,?A1=A3+A4,deepseek-chat,1.0,0.001,0.0001,0.1144,1.0,0.0178,0.7906,0.2757,0.0,0.9782,1.0,0.9977,0.5,0.98,0.0,0.7159,,,
fixing,qawiki,?A1=A3+A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A1=A3+A4,deepseek-reasoner,1.0,0.002,1.0,0.9937,1.0,0.9381,1.0,0.9985,0.0,1.0,1.0,1.0,0.9999,1.0,0.0,0.9999,,,
fixing,qawiki,?A1=A3+A4,gemini-2.0-flash,0.9296,0.002,0.0124,1.0,1.0,0.1909,0.985,0.8092,0.0,0.9984,1.0,1.0,0.8858,0.9991,0.0,0.9615,,,
fixing,qawiki,?A1=A3+A4,gemini-2.5-flash,0.0001,0.0005,0.0,0.0,1.0,0.0,0.0003,0.0,0.0,0.0144,0.6494,0.1481,0.0,0.0147,0.0,0.0003,,,
fixing,qawiki,?A1=A3+A4,gemini-2.5-pro,0.9907,0.0312,0.1,0.8698,1.0,1.0,0.9994,0.9592,0.0,0.9999,1.0,1.0,0.9876,0.9999,0.0,0.9957,,,
fixing,qawiki,?A1=A3+A4,gpt-4.1-2025-04-14,0.295,0.0005,0.0,0.029,0.9999,0.0016,1.0,0.0967,0.0,0.8438,0.9997,0.9931,0.2307,0.9179,0.0,0.446,,,
fixing,qawiki,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.8144,0.0005,0.0032,0.28,1.0,0.068,0.9443,1.0,0.0,0.9953,1.0,0.9998,0.7371,0.994,0.0,0.8898,,,
fixing,qawiki,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,
fixing,qawiki,?A1=A3+A4,gpt-4o,0.0442,0.0005,0.0,0.0036,0.9943,0.0003,0.2354,0.0106,0.0,1.0,0.997,0.889,0.0427,0.617,0.0,0.1456,,,
fixing,qawiki,?A1=A3+A4,gpt-5,0.0,0.001,0.0,0.0,0.5,0.0,0.0008,0.0,0.0,0.0083,1.0,0.0925,0.0,0.0144,0.0,0.0003,,,
fixing,qawiki,?A1=A3+A4,gpt-5-mini,0.0055,0.0005,0.0,0.0001,0.9186,0.0,0.0168,0.0006,0.0,0.1802,0.9564,1.0,0.0018,0.2148,0.0,0.0182,,,
fixing,qawiki,?A1=A3+A4,gpt-5-nano,0.6009,0.001,0.0002,0.1678,1.0,0.0232,0.849,0.3518,0.0,0.9778,1.0,0.9994,1.0,0.9902,0.0,0.7441,,,
fixing,qawiki,?A1=A3+A4,grok-3-mini,0.0395,0.001,0.0,0.0022,0.9947,0.0002,0.14,0.0124,0.0,0.5,0.9943,0.8659,0.0218,1.0,0.0,0.1102,,,
fixing,qawiki,?A1=A3+A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A1=A3+A4,o3,0.3877,0.0039,0.0002,0.065,0.9999,0.0085,0.6583,0.1704,0.0,0.9129,0.9999,0.9912,0.347,0.9332,0.0,1.0,,,
fixing,qawiki,?A1>A3,deepseek-chat,1.0,0.0039,0.0,0.0365,0.5722,0.001,0.3506,0.0925,0.0,0.8761,0.9915,0.9941,0.0403,0.8761,0.0,0.2366,,,
fixing,qawiki,?A1>A3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,0.9805,1.0,1.0,0.9805,1.0,1.0,1.0,1.0,1.0,0.6562,1.0,,,
fixing,qawiki,?A1>A3,deepseek-reasoner,1.0,0.0312,1.0,0.9977,1.0,0.9076,1.0,0.9996,0.0252,1.0,1.0,1.0,0.9968,1.0,0.0,1.0,,,
fixing,qawiki,?A1>A3,gemini-2.0-flash,0.9832,0.0078,0.0055,1.0,0.9878,0.092,0.9506,0.7912,0.0,0.9991,1.0,1.0,0.5585,0.9991,0.0,0.889,,,
fixing,qawiki,?A1>A3,gemini-2.5-flash,0.5722,0.0039,0.0,0.0288,1.0,0.0006,0.3642,0.1147,0.0,0.8852,0.9887,0.9887,0.0326,0.8761,0.0,0.221,,,
fixing,qawiki,?A1>A3,gemini-2.5-pro,0.9996,0.0898,0.1446,0.9481,0.9998,1.0,0.9985,0.9799,0.0018,1.0,1.0,1.0,0.9481,1.0,0.0,0.9937,,,
fixing,qawiki,?A1>A3,gpt-4.1-2025-04-14,0.779,0.0039,0.0001,0.0939,0.7566,0.004,1.0,0.2434,0.0,0.9534,0.998,0.998,0.0877,0.9564,0.0,0.43,,,
fixing,qawiki,?A1>A3,gpt-4.1-mini-2025-04-14,0.9564,0.0039,0.0011,0.3136,0.9393,0.038,0.8519,1.0,0.0,0.9959,0.9999,0.9998,0.3179,0.9959,0.0,0.7288,,,
fixing,qawiki,?A1>A3,gpt-4.1-nano-2025-04-14,1.0,0.0898,0.9857,1.0,1.0,0.9992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,
fixing,qawiki,?A1>A3,gpt-4o,0.221,0.0078,0.0,0.003,0.2122,0.0,0.105,0.0121,0.0,1.0,0.9165,0.9283,0.0008,0.5927,0.0,0.0494,,,
fixing,qawiki,?A1>A3,gpt-5,0.0262,0.0039,0.0,0.0002,0.032,0.0,0.0073,0.0005,0.0,0.1796,1.0,0.623,0.0,0.1662,0.0,0.003,,,
fixing,qawiki,?A1>A3,gpt-5-mini,0.0207,0.0039,0.0,0.0,0.032,0.0,0.0073,0.0007,0.0,0.1662,0.623,1.0,0.0,0.1662,0.0,0.002,,,
fixing,qawiki,?A1>A3,gpt-5-nano,0.9808,0.0156,0.0072,0.5585,0.9856,0.092,0.9552,0.7852,0.0,0.9998,1.0,1.0,1.0,0.9991,0.0,0.8785,,,
fixing,qawiki,?A1>A3,grok-3-mini,0.221,0.0078,0.0,0.003,0.221,0.0,0.0925,0.0121,0.0,0.5927,0.9283,0.9283,0.003,1.0,0.0,0.0436,,,
fixing,qawiki,?A1>A3,llama3.1:8b,1.0,0.6562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A1>A3,o3,0.8595,0.0078,0.0001,0.1802,0.8761,0.0135,0.7017,0.3804,0.0,0.9786,0.9992,0.9995,0.1908,0.9822,0.0,1.0,,,
fixing,qawiki,?A1>A4,deepseek-chat,1.0,0.001,0.0003,0.0669,0.9102,0.0261,0.788,0.9807,0.0,0.5,0.9941,0.9539,0.8666,0.9941,0.0,0.1537,,,
fixing,qawiki,?A1>A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,,,
fixing,qawiki,?A1>A4,deepseek-reasoner,0.9999,0.0039,1.0,0.9765,1.0,0.9179,1.0,1.0,0.0,0.9997,1.0,1.0,1.0,1.0,0.0,0.9932,,,
fixing,qawiki,?A1>A4,gemini-2.0-flash,0.9738,0.0039,0.0494,1.0,0.9987,0.3555,0.9941,0.9999,0.0,0.9461,1.0,0.9993,0.9964,1.0,0.0,0.7077,,,
fixing,qawiki,?A1>A4,gemini-2.5-flash,0.212,0.001,0.0,0.0059,1.0,0.0013,0.377,0.8555,0.0,0.1509,0.9375,0.7461,0.5,0.9688,0.0,0.0207,,,
fixing,qawiki,?A1>A4,gemini-2.5-pro,0.9904,0.0039,0.14,0.7709,0.9998,1.0,0.998,1.0,0.0,0.9822,1.0,0.9999,0.9992,1.0,0.0,0.8595,,,
fixing,qawiki,?A1>A4,gpt-4.1-2025-04-14,0.3953,0.001,0.0001,0.0207,0.8281,0.0073,1.0,0.9648,0.0,0.3145,0.9805,0.8867,0.7095,0.9805,0.0,0.0577,,,
fixing,qawiki,?A1>A4,gpt-4.1-mini-2025-04-14,0.073,0.001,0.0,0.0007,0.3633,0.0001,0.1445,1.0,0.0,0.0461,0.8125,0.5,0.2539,0.8125,0.0,0.0038,,,
fixing,qawiki,?A1>A4,gpt-4.1-nano-2025-04-14,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,
fixing,qawiki,?A1>A4,gpt-4o,0.6855,0.001,0.0012,0.1148,0.9408,0.0436,0.8338,0.9888,0.0,1.0,0.9968,0.9713,0.8949,0.9968,0.0,0.1796,,,
fixing,qawiki,?A1>A4,gpt-5,0.0327,0.001,0.0,0.0004,0.2266,0.0001,0.0898,0.5,0.0,0.0193,1.0,0.3438,0.1094,0.6875,0.0,0.0012,,,
fixing,qawiki,?A1>A4,gpt-5-mini,0.1334,0.001,0.0,0.0036,0.5,0.0008,0.2744,0.7734,0.0,0.0898,0.8906,1.0,0.377,0.8906,0.0,0.0096,,,
fixing,qawiki,?A1>A4,gpt-5-nano,0.2905,0.002,0.0,0.0133,0.7256,0.0033,0.5,0.9102,0.0,0.2272,0.9844,0.8281,1.0,0.9648,0.0,0.0245,,,
fixing,qawiki,?A1>A4,grok-3-mini,0.0327,0.001,0.0,0.0004,0.1875,0.0001,0.0898,0.5,0.0,0.0193,0.6875,0.3438,0.1445,1.0,0.0,0.0005,,,
fixing,qawiki,?A1>A4,llama3.1:8b,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A1>A4,o3,0.9242,0.002,0.0175,0.4278,0.9941,0.2366,0.9793,0.9993,0.0,0.9165,0.9999,0.9978,0.9936,1.0,0.0,1.0,,,
fixing,qawiki,?A3∅A4,deepseek-chat,1.0,0.5,0.1189,0.6047,0.3145,0.9673,0.0577,0.0466,0.0,0.1662,0.0,0.0,0.0,0.4018,0.0,0.8867,,,
fixing,qawiki,?A3∅A4,deepseek-r1:70b,1.0,1.0,1.0,0.75,0.5,1.0,0.75,0.75,0.5,1.0,0.75,0.3125,0.5,1.0,0.125,1.0,,,
fixing,qawiki,?A3∅A4,deepseek-reasoner,0.9519,0.5,1.0,0.9519,0.8204,0.9988,0.4159,0.3388,0.0,0.6855,0.0,0.0,0.0,0.8684,0.0,0.9963,,,
fixing,qawiki,?A3∅A4,gemini-2.0-flash,0.6047,0.75,0.1189,1.0,0.2905,0.9922,0.0481,0.0392,0.0,0.2272,0.0,0.0,0.0,0.3872,0.0,0.9102,,,
fixing,qawiki,?A3∅A4,gemini-2.5-flash,0.8338,0.875,0.3238,0.8666,1.0,0.9968,0.1133,0.1189,0.0,0.5,0.0,0.0,0.0,0.6964,0.0,0.9713,,,
fixing,qawiki,?A3∅A4,gemini-2.5-pro,0.1133,0.25,0.0064,0.0625,0.0193,1.0,0.0012,0.0013,0.0,0.0176,0.0,0.0,0.0,0.0327,0.0,0.3633,,,
fixing,qawiki,?A3∅A4,gpt-4.1-2025-04-14,0.9793,0.75,0.7383,0.9846,0.9673,0.9999,1.0,0.5,0.0,0.8463,0.0,0.0,0.0001,0.9423,0.0,0.9978,,,
fixing,qawiki,?A3∅A4,gpt-4.1-mini-2025-04-14,0.9827,0.75,0.7976,0.9867,0.9519,0.9998,0.6964,1.0,0.0,0.9054,0.0,0.0001,0.0002,0.9534,0.0,0.9987,,,
fixing,qawiki,?A3∅A4,gpt-4.1-nano-2025-04-14,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.9349,0.9734,1.0,0.775,1.0,,,
fixing,qawiki,?A3∅A4,gpt-4o,0.9283,0.5,0.5,0.8949,0.6682,0.9963,0.2706,0.1917,0.0,1.0,0.0,0.0,0.0,0.7597,0.0,0.998,,,
fixing,qawiki,?A3∅A4,gpt-5,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.6043,1.0,1.0,0.9756,0.9968,1.0,0.7985,1.0,,,
fixing,qawiki,?A3∅A4,gpt-5-mini,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.1003,1.0,0.046,1.0,0.7159,1.0,0.225,1.0,,,
fixing,qawiki,?A3∅A4,gpt-5-nano,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.9999,0.0456,1.0,0.0083,0.3877,1.0,1.0,0.1302,1.0,,,
fixing,qawiki,?A3∅A4,grok-3-mini,0.7728,0.5,0.2517,0.8062,0.5,0.9941,0.1316,0.105,0.0,0.4073,0.0,0.0,0.0,1.0,0.0,0.9805,,,
fixing,qawiki,?A3∅A4,llama3.1:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3073,1.0,0.2752,0.8432,0.9157,1.0,1.0,1.0,,,
fixing,qawiki,?A3∅A4,o3,0.2744,0.5,0.0176,0.2539,0.0898,0.8555,0.0096,0.0059,0.0,0.0195,0.0,0.0,0.0,0.0898,0.0,1.0,,,
fixing,qawiki,?A4=A1|3,deepseek-chat,1.0,0.001,0.0002,0.0967,0.9832,0.1403,0.0442,0.0297,0.0,0.6321,0.0,0.0028,0.0003,0.9506,0.0,0.86,,,
fixing,qawiki,?A4=A1|3,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A4=A1|3,deepseek-reasoner,0.9999,0.0039,1.0,0.9863,1.0,0.9898,0.976,0.9538,0.0,1.0,0.3582,0.8209,0.5505,1.0,0.0,1.0,,,
fixing,qawiki,?A4=A1|3,gemini-2.0-flash,0.9443,0.0039,0.0259,1.0,0.9999,0.6123,0.4427,0.3294,0.0,0.973,0.0028,0.1144,0.0182,0.9977,0.0,0.9943,,,
fixing,qawiki,?A4=A1|3,gemini-2.5-flash,0.0365,0.0039,0.0,0.0005,1.0,0.0007,0.0,0.0001,0.0,0.0717,0.0,0.0,0.0,0.3555,0.0,0.2025,,,
fixing,qawiki,?A4=A1|3,gemini-2.5-pro,0.9115,0.0312,0.0198,0.5,0.9998,1.0,0.3974,0.2983,0.0,0.9508,0.0043,0.1073,0.0198,0.9967,0.0,0.9894,,,
fixing,qawiki,?A4=A1|3,gpt-4.1-2025-04-14,0.9782,0.002,0.0435,0.6673,1.0,0.6985,1.0,0.4415,0.0,0.9778,0.0066,0.1659,0.038,0.9996,0.0,0.9948,,,
fixing,qawiki,?A4=A1|3,gpt-4.1-mini-2025-04-14,0.9853,0.002,0.0775,0.7693,1.0,0.7865,0.6706,1.0,0.0,0.9952,0.032,0.2522,0.0775,0.9994,0.0,0.9984,,,
fixing,qawiki,?A4=A1|3,gpt-4.1-nano-2025-04-14,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,
fixing,qawiki,?A4=A1|3,gpt-4o,0.5,0.001,0.0001,0.0519,0.9635,0.0845,0.0427,0.0113,0.0,1.0,0.0001,0.0038,0.0007,0.9002,0.0,0.8192,,,
fixing,qawiki,?A4=A1|3,gpt-5,1.0,0.002,0.7277,0.999,1.0,0.9981,0.9972,0.9822,0.0,1.0,1.0,0.9368,0.7693,1.0,0.0,1.0,,,
fixing,qawiki,?A4=A1|3,gpt-5-mini,0.999,0.0078,0.2559,0.9296,1.0,0.932,0.8942,0.8252,0.0,0.9984,0.1058,1.0,0.2595,1.0,0.0,0.9998,,,
fixing,qawiki,?A4=A1|3,gpt-5-nano,0.9999,0.0078,0.5505,0.9912,1.0,0.9898,0.9799,0.9538,0.0,0.9997,0.3294,0.8169,1.0,1.0,0.0,1.0,,,
fixing,qawiki,?A4=A1|3,grok-3-mini,0.0939,0.001,0.0,0.0055,0.7709,0.0077,0.0012,0.0016,0.0,0.1684,0.0,0.0001,0.0,1.0,0.0,0.3601,,,
fixing,qawiki,?A4=A1|3,llama3.1:8b,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
fixing,qawiki,?A4=A1|3,o3,0.2204,0.0039,0.0,0.0129,0.8785,0.0222,0.0111,0.0039,0.0,0.2923,0.0,0.0004,0.0,0.7634,0.0,1.0,,,
fixing,spinach,?A1=A2,deepseek-chat,1.0,0.0,0.0,0.0998,0.9123,0.3714,0.9937,0.8275,0.0871,0.9999,0.9998,0.9635,0.7743,0.9786,0.0,0.2983,0.0,,
fixing,spinach,?A1=A2,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A1=A2,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,
fixing,spinach,?A1=A2,deepseek-reasoner,1.0,0.0,1.0,0.9972,1.0,0.9999,1.0,1.0,0.9918,1.0,1.0,1.0,1.0,1.0,0.0,0.9997,0.0,,
fixing,spinach,?A1=A2,gemini-2.0-flash,0.9459,0.0,0.0066,1.0,0.9975,0.86,0.9999,0.9881,0.5,1.0,1.0,0.9988,0.98,0.9999,0.0,0.8092,0.0,,
fixing,spinach,?A1=A2,gemini-2.5-flash,0.1553,0.0,0.0,0.0069,1.0,0.0494,0.8595,0.3601,0.0058,0.9978,0.9855,0.779,0.3679,0.779,0.0,0.0401,0.0,,
fixing,spinach,?A1=A2,gemini-2.5-pro,0.7443,0.0,0.0004,0.2204,0.9786,1.0,0.997,0.9123,0.2051,1.0,0.9999,0.9881,0.9002,0.9917,0.0,0.5,0.0,,
fixing,spinach,?A1=A2,gpt-4.1-2025-04-14,0.0178,0.0,0.0,0.0005,0.2366,0.0083,1.0,0.0669,0.0008,0.9608,0.9054,0.4194,0.0925,0.4194,0.0,0.0083,0.0,,
fixing,spinach,?A1=A2,gpt-4.1-mini-2025-04-14,0.2858,0.0,0.0,0.0266,0.7634,0.1553,0.9738,1.0,0.0168,0.9998,0.997,0.9075,0.566,0.9242,0.0,0.1279,0.0,,
fixing,spinach,?A1=A2,gpt-4.1-nano-2025-04-14,0.9519,0.0,0.0166,0.6101,0.9978,0.8642,0.9997,0.9931,1.0,1.0,1.0,0.9995,0.9799,0.9995,0.0,0.8341,0.0,,
fixing,spinach,?A1=A2,gpt-4o,0.0003,0.0,0.0,0.0,0.0085,0.0001,0.0946,0.0013,0.0,1.0,0.4018,0.0392,0.003,0.0318,0.0,0.0,0.0,,
fixing,spinach,?A1=A2,gpt-5,0.0008,0.0,0.0,0.0,0.0378,0.0004,0.1917,0.0096,0.0,0.7728,1.0,0.0946,0.0096,0.1148,0.0,0.0003,0.0,,
fixing,spinach,?A1=A2,gpt-5-mini,0.0717,0.0,0.0,0.0033,0.3506,0.0266,0.7294,0.1725,0.0014,0.9867,0.9608,1.0,0.1725,0.57,0.0,0.0122,0.0,,
fixing,spinach,?A1=A2,gpt-5-nano,0.3258,0.0,0.0,0.0395,0.7502,0.1684,0.9564,0.566,0.038,0.9992,0.997,0.9075,1.0,0.8721,0.0,0.1215,0.0,,
fixing,spinach,?A1=A2,grok-3-mini,0.0494,0.0,0.0,0.0004,0.3506,0.0205,0.7294,0.1537,0.0014,0.9904,0.9461,0.57,0.2088,1.0,0.0,0.0144,0.0,,
fixing,spinach,?A1=A2,llama3.1:8b,1.0,0.0002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
fixing,spinach,?A1=A2,o3,0.8115,0.0,0.0009,0.28,0.9825,0.6254,0.9968,0.9283,0.2442,1.0,0.9999,0.9955,0.9338,0.9943,0.0,1.0,0.0,,
fixing,spinach,?A1=A3+A4,deepseek-chat,1.0,0.0,0.0,0.7796,0.9982,0.9481,0.6911,0.617,0.0,0.9324,0.9853,0.8169,0.5551,0.9975,0.0,0.7243,0.0,,
fixing,spinach,?A1=A3+A4,deepseek-r1:1.5b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A1=A3+A4,deepseek-r1:70b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
fixing,spinach,?A1=A3+A4,deepseek-reasoner,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0728,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
fixing,spinach,?A1=A3+A4,gemini-2.0-flash,0.322,0.0,0.0,1.0,0.9931,0.86,0.4373,0.3746,0.0,0.7949,0.9558,0.6611,0.3389,0.9832,0.0,0.5,0.0,,
fixing,spinach,?A1=A3+A4,gemini-2.5-flash,0.0048,0.0,0.0,0.0168,1.0,0.1002,0.0098,0.0058,0.0,0.0939,0.2983,0.0519,0.004,0.4194,0.0,0.0119,0.0,,
fixing,spinach,?A1=A3+A4,gemini-2.5-pro,0.092,0.0,0.0,0.2204,0.9506,1.0,0.151,0.1215,0.0,0.5,0.7852,0.3417,0.1013,0.8853,0.0,0.1684,0.0,,
fixing,spinach,?A1=A3+A4,gpt-4.1-2025-04-14,0.434,0.0,0.0,0.6821,0.996,0.908,1.0,0.5,0.0,0.8837,0.9756,0.7601,0.4449,0.9974,0.0,0.6286,0.0,,
fixing,spinach,?A1=A3+A4,gpt-4.1-mini-2025-04-14,0.5,0.0,0.0,0.7388,0.9978,0.9281,0.6358,1.0,0.0,0.9033,0.99,0.8092,0.5,0.9977,0.0,0.6742,0.0,,
fixing,spinach,?A1=A3+A4,gpt-4.1-nano-2025-04-14,1.0,0.0,0.9535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
fixing,spinach,?A1=A3+A4,gpt-4o,0.1163,0.0,0.0,0.2916,0.9506,0.6146,0.1856,0.1562,0.0,1.0,0.8256,0.3776,0.1215,0.889,0.0,0.2257,0.0,,
fixing,spinach,?A1=A3+A4,gpt-5,0.0297,0.0,0.0,0.0821,0.8115,0.3179,0.0481,0.0235,0.0,0.2664,1.0,0.1279,0.0081,0.6962,0.0,0.0494,0.0,,
