new_Q_ID,dataset,Q_ID,Q1,Q2,Q3,Q4,A1,A2,A3,A4,golden_llm,golden_action,llm_rank,?A1=A2,?A1>A3,?A1>A4,?A3∅A4,?A4=A1|3,idk_A1,idk_A2,idk_A3,idk_A4,n_consistent_zeroshot,n_consistent_all_actions,n_consistent_llms,overall_consistency_ratio,?A1=A2_ratio,?A1>A3_ratio,?A1>A4_ratio,?A3∅A4_ratio,?A4=A1|3_ratio,idk_A1_ratio,idk_A2_ratio,idk_A3_ratio,idk_A4_ratio,at_least_one_restriction_ratio
LC-QuAD-12,LC-QuAD,12,"What characters are part of the Simpsons episode titled ""A Fish Called Selma""?","Which characters appear in the Simpsons episode titled ""A Fish Called Selma""?","Which characters from the Simpsons family appear in the Simpsons episode titled ""A Fish Called Selma""?","Which characters appear in the Simpsons episode titled ""A Fish Called Selma"" excluding those from the Simpsons family?","['Jub-Jub', 'Patty Bouvier', 'Waylon Smithers', 'Dr. Zaius', 'Apu Nahasapeemapetilon', 'Charles Montgomery Burns', 'MacArthur Parker', 'Lou', 'Principal Seymour Skinner', 'Troy McClure', 'Bart Simpson', 'Lisa Simpson', 'Dr. Julius Hibbert', 'Maude Flanders', 'Reverend Timothy Lovejoy', 'Selma Bouvier', 'Billy', 'Lionel Hutz', 'Moe Szyslak', 'Barney Gumble', 'Edna Krabappel', 'Kent Brockman', 'Homer Simpson', 'Jacqueline Bouvier', 'Eddie', 'Chief Clancy Wiggum', 'Maggie Simpson', 'Ned Flanders', 'Marge Simpson']","['Jub-Jub', 'Patty Bouvier', 'Waylon Smithers', 'Dr. Zaius', 'Apu Nahasapeemapetilon', 'Charles Montgomery Burns', 'MacArthur Parker', 'Lou', 'Principal Seymour Skinner', 'Troy McClure', 'Bart Simpson', 'Lisa Simpson', 'Dr. Julius Hibbert', 'Maude Flanders', 'Reverend Timothy Lovejoy', 'Selma Bouvier', 'Billy', 'Lionel Hutz', 'Moe Szyslak', 'Barney Gumble', 'Edna Krabappel', 'Kent Brockman', 'Homer Simpson', 'Jacqueline Bouvier', 'Eddie', 'Chief Clancy Wiggum', 'Maggie Simpson', 'Ned Flanders', 'Marge Simpson']","['Patty Bouvier', 'Maggie Simpson', 'Bart Simpson', 'Lisa Simpson', 'Marge Simpson', 'Homer Simpson', 'Selma Bouvier']","['Jub-Jub', 'Sideshow Mel', 'Waylon Smithers', 'Dr. Zaius', 'Apu Nahasapeemapetilon', 'Chief Wiggum', 'Krusty the Clown', 'Charles Montgomery Burns', 'MacArthur Parker', 'Reverend Lovejoy', 'Lou', 'Dr. Hibbert', 'Troy McClure', 'Helen Lovejoy', 'Lionel Hutz', 'Moe Szyslak', 'Barney Gumble', 'Edna Krabappel', 'Kent Brockman', 'Eddie', 'Rainier Wolfcastle', 'Principal Skinner']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.0625,0.578125,0.75,0.5625,0.8125,0.265625,0.3125,0.3125,0.40625,0.28125,1.0
LC-QuAD-120,LC-QuAD,120,What are the top 10 largest cities by population in the European Union currently?,What are the ten most populous cities in the EU currently?,Which of the current top 10 largest cities by population in the European Union are capital cities?,Which of the current top 10 largest cities by population in the European Union are not capital cities?,"['Berlin', 'Budapest', 'Vienna', 'Bucharest', 'Hamburg', 'Rome', 'Madrid', 'Barcelona', 'Warsaw', 'Paris']","['Berlin', 'Budapest', 'Vienna', 'Bucharest', 'Hamburg', 'Rome', 'Madrid', 'Barcelona', 'Warsaw', 'Paris']","['Berlin', 'Budapest', 'Vienna', 'Bucharest', 'Rome', 'Madrid', 'Warsaw', 'Paris']","['Barcelona', 'Hamburg']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,1,11,10,0.2,0.6,0.7090909090909091,0.6727272727272727,0.8727272727272727,0.4909090909090909,0.12727272727272726,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.9636363636363636
LC-QuAD-121,LC-QuAD,121,What island nations are members of the African Union?,Which members of the African Union are islands?,What island nations in the Indian Ocean are members of the African Union?,What island nations are members of the African Union excluding those in the Indian Ocean?,"['Madagascar', 'Comoros', 'Seychelles', 'Mauritius', 'Sao Tome and Principe', 'Cape Verde']","['Madagascar', 'Comoros', 'Seychelles', 'Mauritius', 'Sao Tome and Principe', 'Cape Verde']","['Seychelles', 'Madagascar', 'Mauritius', 'Comoros']","['Sao Tome and Principe', 'Cape Verde']",gpt-5-nano,zero-shot,5,1,1,1,1,1,0,0,0,0,2,18,14,0.28125,0.671875,0.84375,0.65625,0.9375,0.59375,0.078125,0.046875,0.296875,0.125,0.96875
LC-QuAD-122,LC-QuAD,122,"What sports have an event called a ""world cup""?",Which sports have a world cup?,"What aquatic sports have an event called a ""world cup""?","What terrestrial sports have an event called a ""world cup""?","['Surfing', 'Cycling', 'Ice Hockey', 'Golf', 'Darts', 'Esports', 'Tennis', 'Netball', 'Handball', 'Volleyball', 'Cross-Country Skiing', 'Basketball', 'Rugby League', 'Athletics', 'Alpine Skiing', 'Cricket', 'Field Hockey', 'Table Tennis', 'Football', 'Rugby Union', 'Snooker', 'Swimming', 'Biathlon', 'Badminton']","['Surfing', 'Cycling', 'Ice Hockey', 'Golf', 'Darts', 'Esports', 'Tennis', 'Netball', 'Handball', 'Volleyball', 'Cross-Country Skiing', 'Basketball', 'Rugby League', 'Athletics', 'Alpine Skiing', 'Cricket', 'Field Hockey', 'Table Tennis', 'Football', 'Rugby Union', 'Snooker', 'Swimming', 'Biathlon', 'Badminton']","['Sailing', 'Water Polo', 'Swimming', 'Canoeing', 'Diving', 'Rowing']","['Skeleton', 'Taekwondo', 'Biathlon', 'Short Track Speed Skating', 'Golf', 'Cycling', 'Esports', 'Beach Volleyball', 'Curling', 'Freestyle Skiing', 'Netball', 'Handball', 'Squash', 'Volleyball', 'Softball', 'Judo', 'Shooting', 'Cross-Country Skiing', 'American Football', 'Basketball', 'Cricket Twenty20', 'League of Legends', 'Bobsleigh', 'Hockey', 'Speed Skating', 'Baseball', 'Rugby League', 'Athletics', 'Futsal', 'Kabaddi', 'Counter-Strike', 'Boxing', 'Alpine Skiing', 'Cricket', 'Wrestling', 'Ski Jumping', 'Table Tennis', 'Snowboarding', 'Luge', 'Weightlifting', 'Football', 'Nordic Combined', 'Rugby Union', 'Skiing', 'Fencing', 'Floorball', 'Snooker', 'Lacrosse', 'Triathlon', 'Australian Rules Football', 'Figure Skating', 'Rugby Sevens', 'Archery', 'Dota 2', 'Beach Soccer', 'Darts', 'Badminton', 'Orienteering']",deepseek-reasoner,fixing,4,1,1,1,1,1,0,0,0,0,0,3,3,0.046875,0.46875,0.5,0.609375,0.78125,0.15625,0.140625,0.15625,0.40625,0.140625,0.921875
LC-QuAD-123,LC-QuAD,123,"What fictional detectives are called ""Sam""?",List all fictional detectives named 'Sam'.,"What fictional, satirical detectives are called ""Sam""?","What fictional, non-satirical detectives are called ""Sam""?","['Sam Vimes', 'Sam Spade']","['Sam Vimes', 'Sam Spade']",['Sam Vimes from the Discworld series'],['Sam Spade from The Maltese Falcon'],deepseek-reasoner,fixing,4,1,1,1,1,1,0,0,0,0,0,5,5,0.078125,0.546875,0.65625,0.640625,0.75,0.3125,0.21875,0.25,0.546875,0.203125,0.96875
LC-QuAD-124,LC-QuAD,124,What are the capital cities of countries in North America?,What are the North American national capitals?,What are the capital cities of countries in North America that are in NATO?,What are the capital cities of countries in North America that are not in NATO?,"['Managua', ""Saint George's"", 'Belmopan', 'Panama City', ""Saint John's"", 'Nassau', 'Tegucigalpa', 'San José', 'Mexico City', 'Port-au-Prince', 'Bridgetown', 'Havana', 'Kingstown', 'Kingston', 'Basseterre', 'Roseau', 'San Salvador', 'Castries', 'Port of Spain', 'Washington, District of Columbia', 'Guatemala City', 'Santo Domingo', 'Ottawa']","['Managua', ""Saint George's"", 'Belmopan', 'Panama City', 'Nassau', 'Mexico City', 'Tegucigalpa', 'San José', ""Saint John's"", 'Port-au-Prince', 'Havana', 'Kingstown', 'Bridgetown', 'Kingston', 'Basseterre', 'San Salvador', 'Roseau', 'Castries', 'Port of Spain', 'Washington, District of Columbia', 'Guatemala City', 'Santo Domingo', 'Ottawa']","['Ottawa', 'Washington, District of Columbia']","['Managua', ""Saint George's"", 'Belmopan', 'Panama City', ""Saint John's"", 'Nassau', 'Tegucigalpa', 'San José', 'Mexico City', 'Port-au-Prince', 'Bridgetown', 'Havana', 'Kingstown', 'Kingston', 'Basseterre', 'Roseau', 'San Salvador', 'Castries', 'Port of Spain', 'Guatemala City', 'Santo Domingo']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,3,17,12,0.265625,0.59375,0.765625,0.71875,0.90625,0.5625,0.03125,0.03125,0.296875,0.0625,1.0
LC-QuAD-125,LC-QuAD,125,What sports were featured in the Summer Olympics for the first or second time in 2024?,What sports that were part of the 2024 Summer Olympics appeared at most once before?,What sports were featured in the Summer Olympics for the first time in 2024?,What sports were featured in the Summer Olympics for the second time in 2024?,"['Surfing', 'Breaking', 'Sport climbing', 'Skateboarding']","['Surfing', 'Breaking', 'Sport climbing', 'Skateboarding']",['Breaking'],"['Skateboarding', 'Sport climbing', 'Surfing']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,1,9,7,0.140625,0.578125,0.78125,0.6875,0.75,0.390625,0.203125,0.171875,0.4375,0.25,0.96875
LC-QuAD-126,LC-QuAD,126,With which U.N. member states does France have territorial disputes?,France contests territory with which United Nations member states?,With which U.N. member states does France have mainland territorial disputes?,With which U.N. member states does France have territorial disputes over islands?,"['Canada', 'Italian Republic', 'Republic of Madagascar', 'Republic of Mauritius', 'Republic of Vanuatu', 'Republic of Suriname', 'Union of the Comoros']","['Canada', 'Italian Republic', 'Republic of Madagascar', 'Republic of Mauritius', 'Republic of Vanuatu', 'Republic of Suriname', 'Union of the Comoros']",['Republic of Suriname'],"['Madagascar', 'Comoros', 'Netherlands', 'Mauritius', 'Vanuatu', 'Canada']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,3,3,0.046875,0.484375,0.703125,0.578125,0.859375,0.234375,0.15625,0.171875,0.609375,0.125,0.984375
LC-QuAD-127,LC-QuAD,127,What are the classes of heads of mission defined by the Vienna Convention on Diplomatic Relations?,"According to the Vienna Convention on Diplomatic Relations, what are the classes of heads of mission?",What are the classes of heads of mission accredited to heads of state according to the Vienna Convention on Diplomatic Relations?,What are the classes of heads of mission accredited to foreign ministers according to the Vienna Convention on Diplomatic Relations?,"['Ambassadors or nuncios accredited to Heads of State, and other heads of mission of equivalent rank', ""Chargés d'affaires accredited to Ministers for Foreign Affairs"", 'Envoys, ministers and internuncios accredited to Heads of State']","['Ambassadors or nuncios accredited to Heads of State, and other heads of mission of equivalent rank', ""Chargés d'affaires accredited to Ministers for Foreign Affairs"", 'Envoys, ministers and internuncios accredited to Heads of State']","['Ambassadors or nuncios accredited to Heads of State, and other heads of mission of equivalent rank', 'Envoys, ministers and internuncios accredited to Heads of State']","[""Chargés d'affaires accredited to ministers for foreign affairs""]",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,8,8,0.125,0.5,0.53125,0.5625,0.734375,0.3125,0.046875,0.03125,0.3125,0.078125,0.875
LC-QuAD-128,LC-QuAD,128,What are the stars within 10 light years of the Earth?,What stars are within 10 light years from Earth?,What are the stars in multi-star systems within 10 light years of the Earth?,What are the single stars within 10 light years of the Earth?,"['Sirius A', 'Proxima Centauri', 'Wolf 359', 'Alpha Centauri B', 'Ross 154', 'Sirius B', 'Sun', 'Luyten 726-8 A', 'Alpha Centauri A', ""Barnard's Star"", 'Lalande 21185', 'Luyten 726-8 B']","['Sirius A', 'Proxima Centauri', 'Wolf 359', 'Alpha Centauri B', 'Ross 154', 'Sirius B', 'Sun', 'Luyten 726-8 A', 'Alpha Centauri A', ""Barnard's Star"", 'Lalande 21185', 'Luyten 726-8 B']","['Sirius A', 'Proxima Centauri', 'Alpha Centauri B', 'Sirius B', 'Luyten 726-8 A', 'Alpha Centauri A', 'Luyten 726-8 B']","['Wolf 359', 'Ross 154', 'Sun', ""Barnard's Star"", 'Lalande 21185']",gemini-2.5-flash,zero-shot,6,1,1,1,1,1,0,0,0,0,1,13,12,0.203125,0.578125,0.671875,0.71875,0.765625,0.421875,0.09375,0.0625,0.328125,0.046875,0.921875
LC-QuAD-129,LC-QuAD,129,"Which cryptocurrencies had a market capitalization above USD$5 billion as of December 31st, 2024?",What cryptocurrencies had a market cap over five billion U.S. dollars by year's end 2024?,"Which cryptocurrencies had a market capitalization above USD$5 billion but under USD$100 billion as of December 31st, 2024?","Which cryptocurrencies had a market capitalization of USD$100 billion or more as of December 31st, 2024?","['Bitcoin', 'Binance Coin', 'United States Dollar Coin', 'Polygon', 'Ethereum', 'Tron', 'Cardano', 'Polkadot', 'Tether', 'Dai', 'Ripple', 'Shiba Inu', 'Solana', 'Bitcoin Cash', 'Wrapped Bitcoin', 'Dogecoin', 'Avalanche', 'Toncoin', 'Litecoin', 'Chainlink']","['Bitcoin', 'Binance Coin', 'United States Dollar Coin', 'Polygon', 'Ethereum', 'Tron', 'Cardano', 'Polkadot', 'Tether', 'Dai', 'Ripple', 'Shiba Inu', 'Solana', 'Bitcoin Cash', 'Wrapped Bitcoin', 'Dogecoin', 'Avalanche', 'Toncoin', 'Litecoin', 'Chainlink']","['Shiba Inu', 'Chainlink', 'Solana', 'Cardano', 'Polkadot', 'Bitcoin Cash', 'Binance Coin', 'Wrapped Bitcoin', 'Avalanche', 'Toncoin', 'Dogecoin', 'Dai', 'Litecoin', 'United States Dollar Coin', 'Ripple', 'Polygon', 'Tron']","['Bitcoin', 'Tether', 'Ethereum']",gemini-2.0-flash,fixing,12,1,1,1,1,1,0,0,0,0,0,1,1,0.015625,0.828125,0.84375,0.75,0.40625,0.109375,0.703125,0.703125,0.828125,0.609375,1.0
LC-QuAD-13,LC-QuAD,13,What clubs has Nestor de Vincente played for?,For which clubs did Nestor de Vincente play?,For which Argentinian clubs did Nestor de Vincente play?,For which clubs outside Argentina did Nestor de Vincente play?,"['Instituto Atlético Central Córdoba', 'Club Olimpo', 'Grasshopper Club Zürich', 'Club Atlético Platense', 'Racing Club de Avellaneda', 'Club Atlético Talleres (Remedios de Escalada)', 'Club Atlético River Plate']","['Instituto Atlético Central Córdoba', 'Club Olimpo', 'Grasshopper Club Zürich', 'Club Atlético Platense', 'Racing Club de Avellaneda', 'Club Atlético Talleres (Remedios de Escalada)', 'Club Atlético River Plate']","['Instituto Atlético Central Córdoba', 'Club Olimpo', 'Club Atlético Platense', 'Racing Club de Avellaneda', 'Club Atlético Talleres (Remedios de Escalada)', 'Club Atlético River Plate']",['Grasshopper Club Zürich'],gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,2,2,0.03125,0.78125,0.75,0.71875,0.5,0.1875,0.671875,0.671875,0.71875,0.65625,0.984375
LC-QuAD-130,LC-QuAD,130,What breeds of dog originated in Germany?,List all German dog breeds.,"What breeds of dog that originated in Germany have ""German"" in their English name?","What breeds of dog that originated in Germany do not have ""German"" in their English name?","['Boxer', 'Dachshund', 'German Pinscher', 'German Wirehaired Pointer', 'Hovawart', 'Rottweiler', 'Leonberger', 'German Spitz', 'Large Münsterländer', 'Miniature Pinscher', 'Elo', 'German Shepherd', 'Small Münsterländer', 'Löwchen', 'Bavarian Mountain Scent Hound', 'Pomeranian', 'Standard Schnauzer', 'Giant Schnauzer', 'Miniature Schnauzer', 'Hanoverian Scenthound', 'Jagdterrier', 'Wäller', 'Biewer Terrier', 'Great Dane', 'Poodle', 'Eurasier', 'Dobermann Pinscher', 'Affenpinscher', 'Kromfohrländer', 'Weimaraner', 'Pudelpointer', 'German Longhaired Pointer', 'German Shorthaired Pointer']","['Boxer', 'Dachshund', 'German Pinscher', 'German Wirehaired Pointer', 'Hovawart', 'Rottweiler', 'Leonberger', 'German Spitz', 'Large Münsterländer', 'Miniature Pinscher', 'Elo', 'German Shepherd', 'Small Münsterländer', 'Löwchen', 'Bavarian Mountain Scent Hound', 'Pomeranian', 'Standard Schnauzer', 'Giant Schnauzer', 'Miniature Schnauzer', 'Hanoverian Scenthound', 'Jagdterrier', 'Wäller', 'Biewer Terrier', 'Great Dane', 'Poodle', 'Eurasier', 'Dobermann Pinscher', 'Affenpinscher', 'Kromfohrländer', 'Weimaraner', 'Pudelpointer', 'German Longhaired Pointer', 'German Shorthaired Pointer']","['German Shepherd', 'German Longhaired Pointer', 'German Spitz', 'German Pinscher', 'German Wirehaired Pointer', 'German Shorthaired Pointer']","['Boxer', 'Dachshund', 'Münsterländer', 'Keeshond', 'Hovawart', 'Rottweiler', 'Leonberger', 'Landseer', 'Doberman Pinscher', 'Miniature Pinscher', 'Löwchen', 'Pomeranian', 'Standard Schnauzer', 'Giant Schnauzer', 'Miniature Schnauzer', 'Hanoverian Scenthound', 'Jagdterrier', 'Biewer Terrier', 'Great Dane', 'Poodle', 'Eurasier', 'Affenpinscher', 'Kromfohrländer', 'Weimaraner', 'Pudelpointer', 'American Eskimo Dog', 'Bavarian Mountain Scent Hound']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.0625,0.328125,0.609375,0.578125,0.84375,0.359375,0.078125,0.125,0.296875,0.109375,0.96875
LC-QuAD-132,LC-QuAD,132,What are the federal states of the United States?,Which federal states are in the US?,What federal states of the United States have only one word in their name?,What federal states of the United States have multiple words in their name?,"['Arizona', 'Georgia', 'South Dakota', 'South Carolina', 'Alaska', 'Florida', 'Michigan', 'California', 'North Dakota', 'Tennessee', 'New Hampshire', 'Arkansas', 'Montana', 'Connecticut', 'Utah', 'Idaho', 'Nevada', 'Oregon', 'Oklahoma', 'New Mexico', 'West Virginia', 'Texas', 'Wisconsin', 'Minnesota', 'Washington', 'Ohio', 'Kentucky', 'Massachusetts', 'Maine', 'Colorado', 'Delaware', 'Wyoming', 'Hawaii', 'Maryland', 'Kansas', 'Rhode Island', 'Vermont', 'Iowa', 'Pennsylvania', 'Alabama', 'Illinois', 'New York', 'Virginia', 'Mississippi', 'New Jersey', 'Indiana', 'Nebraska', 'North Carolina', 'Missouri', 'Louisiana']","['Arizona', 'Georgia', 'South Dakota', 'South Carolina', 'Alaska', 'Florida', 'Michigan', 'California', 'North Dakota', 'Tennessee', 'New Hampshire', 'Arkansas', 'Montana', 'Connecticut', 'Utah', 'Idaho', 'Nevada', 'Oregon', 'Oklahoma', 'New Mexico', 'West Virginia', 'Texas', 'Wisconsin', 'Minnesota', 'Washington', 'Ohio', 'Kentucky', 'Massachusetts', 'Maine', 'Colorado', 'Delaware', 'Wyoming', 'Hawaii', 'Maryland', 'Kansas', 'Rhode Island', 'Vermont', 'Iowa', 'Pennsylvania', 'Alabama', 'Illinois', 'New York', 'Virginia', 'Mississippi', 'New Jersey', 'Indiana', 'Nebraska', 'North Carolina', 'Missouri', 'Louisiana']","['Arizona', 'Georgia', 'Alaska', 'Florida', 'Michigan', 'California', 'Tennessee', 'Arkansas', 'Montana', 'Connecticut', 'Utah', 'Idaho', 'Nevada', 'Oregon', 'Oklahoma', 'Texas', 'Wisconsin', 'Minnesota', 'Washington', 'Ohio', 'Kentucky', 'Massachusetts', 'Maine', 'Colorado', 'Delaware', 'Wyoming', 'Hawaii', 'Maryland', 'Kansas', 'Vermont', 'Iowa', 'Pennsylvania', 'Alabama', 'Illinois', 'Virginia', 'Mississippi', 'Indiana', 'Nebraska', 'Missouri', 'Louisiana']","['South Dakota', 'Rhode Island', 'South Carolina', 'North Dakota', 'New York', 'New Jersey', 'North Carolina', 'New Mexico', 'West Virginia', 'New Hampshire']",gpt-5,zero-shot,0,1,1,1,1,1,0,0,0,0,9,22,11,0.3492063492063492,0.9365079365079365,0.9523809523809523,0.8888888888888888,0.7619047619047619,0.5396825396825397,0.06349206349206349,0.06349206349206349,0.30158730158730157,0.031746031746031744,0.9841269841269841
LC-QuAD-133,LC-QuAD,133,"What are the metropolitan cities of South Korea, including special cities?",List all special and metropolitan cities of South Korea.,What are the special metropolitan cities of South Korea?,What are the metropolitan cities of South Korea excluding the special ones?,"['Daejeon Metropolitan City', 'Gwangju Metropolitan City', 'Busan Metropolitan City', 'Seoul Special City', 'Ulsan Metropolitan City', 'Sejong Special Self-Governing City', 'Incheon Metropolitan City', 'Daegu Metropolitan City']","['Daejeon Metropolitan City', 'Gwangju Metropolitan City', 'Busan Metropolitan City', 'Seoul Special City', 'Ulsan Metropolitan City', 'Sejong Special Self-Governing City', 'Incheon Metropolitan City', 'Daegu Metropolitan City']","['Daejeon Metropolitan City', 'Gwangju Metropolitan City', 'Busan Metropolitan City', 'Seoul Special City', 'Ulsan Metropolitan City', 'Incheon Metropolitan City', 'Daegu Metropolitan City']",['Sejong Special Self-Governing City'],gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,12,12,0.1875,0.640625,0.71875,0.75,0.578125,0.40625,0.03125,0.03125,0.3125,0.078125,0.90625
LC-QuAD-134,LC-QuAD,134,What reserve currencies held a share above 1% of the worldwide official foreign exchange reserves in 2024?,What currencies accounted for more than 1% of the worldwide official foreign exchange reserves in 2024?,What European currencies held a share above 1% of the worldwide official foreign exchange reserves in 2024?,What non-European currencies held a share above 1% of the worldwide official foreign exchange reserves in 2024?,"['Australian dollar', 'Canadian dollar', 'Japanese yen', 'United States dollar', 'Euro', 'Chinese renminbi', 'United Kingdom pound sterling']","['Australian dollar', 'Canadian dollar', 'Japanese yen', 'United States dollar', 'Euro', 'Chinese renminbi', 'United Kingdom pound sterling']","['Euro', 'British pound sterling']","['Australian dollar', 'Canadian dollar', 'Japanese yen', 'United States dollar', 'Chinese renminbi']",gpt-5,fixing,0,1,1,1,1,1,0,0,0,0,0,6,6,0.09375,0.5625,0.703125,0.609375,0.765625,0.28125,0.375,0.34375,0.484375,0.21875,0.984375
LC-QuAD-135,LC-QuAD,135,"What active U.S. newspapers have ""Tribune"" in their name?","Which contemporary newspapers in the United States have ""Tribune"" in their title?","What active U.S. newspapers have ""Tribune"" and their location in their name?","What active U.S. newspapers have ""Tribune"" but not their location in their name?","['Wisconsin Rapids Tribune', 'Great Bend Tribune', 'Waco Tribune-Herald', 'Casper Star-Tribune', 'Greeley Tribune', 'The Salt Lake Tribune', 'Hornell Evening Tribune', 'The Scranton Times-Tribune', 'La Crosse Tribune', 'Tipton County Tribune', 'The Tribune', 'Oakland Tribune', 'Royal Oak Daily Tribune', 'News and Tribune', 'West Central Tribune', 'Chicago Tribune', 'The Ironton Tribune', 'Albert Lea Tribune', 'Star Tribune', 'Duluth News Tribune', 'Bismarck Tribune', 'Columbia Daily Tribune', 'Ames Tribune', 'Kokomo Tribune', 'South Bend Tribune', 'San Gabriel Valley Tribune', 'Seymour Tribune', 'Coshocton Tribune', 'Hastings Tribune', 'The News Tribune', 'San Diego Union-Tribune']","['Wisconsin Rapids Tribune', 'Great Bend Tribune', 'Waco Tribune-Herald', 'Casper Star-Tribune', 'Greeley Tribune', 'The Salt Lake Tribune', 'Hornell Evening Tribune', 'The Scranton Times-Tribune', 'La Crosse Tribune', 'Tipton County Tribune', 'The Tribune', 'Oakland Tribune', 'Royal Oak Daily Tribune', 'News and Tribune', 'West Central Tribune', 'Chicago Tribune', 'The Ironton Tribune', 'Albert Lea Tribune', 'Star Tribune', 'Duluth News Tribune', 'Bismarck Tribune', 'Columbia Daily Tribune', 'Ames Tribune', 'Kokomo Tribune', 'South Bend Tribune', 'San Gabriel Valley Tribune', 'Seymour Tribune', 'Coshocton Tribune', 'Hastings Tribune', 'The News Tribune', 'San Diego Union-Tribune']","['Pratt Tribune', 'Great Bend Tribune', 'Powell Tribune', 'The Cullman Tribune', 'The Chino Valley Tribune', 'Casper Star-Tribune', 'Greeley Tribune', 'The Seymour Tribune', 'The Salt Lake Tribune', 'The Scranton Times-Tribune', 'La Crosse Tribune', 'West Central Tribune', 'The Tallassee Tribune', 'Chicago Tribune', 'The Ironton Tribune', 'Albert Lea Tribune', 'Gallipolis Daily Tribune', 'The Hornell Tribune', 'The Carthage Tribune', 'The Mobridge Tribune', 'Duluth News Tribune', 'Bay City Tribune', 'Bismarck Tribune', 'The Chanute Tribune', 'Columbia Daily Tribune', 'Ames Tribune', 'The Elkin Tribune', 'Kokomo Tribune', 'The Franklin County Tribune', 'The Liberty Tribune', 'South Bend Tribune', 'The Healdsburg Tribune', 'San Gabriel Valley Tribune', 'The San Diego Union-Tribune', 'Coshocton Tribune', 'Hastings Tribune', 'Waco Tribune-Herald']","['Star Tribune', 'The News Tribune']",gemini-2.5-pro,fixing,3,1,1,1,1,1,0,0,0,0,0,4,4,0.0625,0.46875,0.625,0.65625,0.703125,0.21875,0.28125,0.28125,0.484375,0.359375,1.0
