dataset	source_id	question_id	question	gold_answer	confidence	agreeing_models	available_models	selected_from
synthetic	51	Q4	What are the states of the USA excluding those located on the West Coast?	"[""Alabama"", ""Alaska"", ""Arizona"", ""Arkansas"", ""Colorado"", ""Connecticut"", ""Delaware"", ""Florida"", ""Georgia"", ""Hawaii"", ""Idaho"", ""Illinois"", ""Indiana"", ""Iowa"", ""Kansas"", ""Kentucky"", ""Louisiana"", ""Maine"", ""Maryland"", ""Massachusetts"", ""Michigan"", ""Minnesota"", ""Mississippi"", ""Missouri"", ""Montana"", ""Nebraska"", ""Nevada"", ""New Hampshire"", ""New Jersey"", ""New Mexico"", ""New York"", ""North Carolina"", ""North Dakota"", ""Ohio"", ""Oklahoma"", ""Pennsylvania"", ""Rhode Island"", ""South Carolina"", ""South Dakota"", ""Tennessee"", ""Texas"", ""Utah"", ""Vermont"", ""Virginia"", ""West Virginia"", ""Wisconsin"", ""Wyoming""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	55	Q1	What planets in the Solar System are terrestrial?	"[""Mercury"", ""Venus"", ""Earth"", ""Mars""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	55	Q2	Which Solar planets are classified as terrestrial planets?	"[""Mercury"", ""Venus"", ""Earth"", ""Mars""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	55	Q3	Which terrestrial planets in the Solar System have moons?	"[""Earth"", ""Mars""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	55	Q4	Which terrestrial planets in the Solar System do not have moons?	"[""Mercury"", ""Venus""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	60	Q1	Which colors make up the CMYK system?	"[""Cyan"", ""Magenta"", ""Yellow"", ""Black""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	60	Q2	What colors are used in CMYK?	"[""Cyan"", ""Magenta"", ""Yellow"", ""Black""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	60	Q3	Which CMYK colors are a key color of some national flag?	"[""cyan"", ""yellow"", ""black""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	60	Q4	Which CMYK colors are not a key color of any national flag?	"[""magenta""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	61	Q1	What nations have been champions of the FIFA World Cup?	"[""Uruguay"", ""Italy"", ""Germany"", ""Brazil"", ""England"", ""Argentina"", ""France"", ""Spain""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	61	Q2	Which countries have won the FIFA World Cup?	"[""Uruguay"", ""Italy"", ""Germany"", ""Brazil"", ""England"", ""Argentina"", ""France"", ""Spain""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	61	Q3	What nations from South America have been champions of the FIFA World Cup?	"[""Argentina"", ""Brazil"", ""Uruguay""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	61	Q4	What nations that are not from South America have been champions of the FIFA World Cup?	"[""Italy"", ""Germany"", ""England"", ""France"", ""Spain""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	67	Q1	What nations have been hosts of the FIFA World Cup?	"[""Uruguay"", ""Italy"", ""France"", ""Brazil"", ""Switzerland"", ""Sweden"", ""Chile"", ""England"", ""Mexico"", ""West Germany"", ""Argentina"", ""Spain"", ""United States of America"", ""Japan"", ""South Korea"", ""Germany"", ""South Africa"", ""Russia"", ""Qatar""]"	3	GPT-5,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	67	Q2	Which countries have hosted the FIFA World Cup?	"[""Argentina"", ""Brazil"", ""Chile"", ""England"", ""France"", ""Germany"", ""Italy"", ""Japan"", ""Mexico"", ""Qatar"", ""Russia"", ""South Africa"", ""South Korea"", ""Spain"", ""Sweden"", ""Switzerland"", ""United States of America"", ""Uruguay"", ""West Germany""]"	1	GPT-5	5	GPT-5
synthetic	67	Q3	Which nations have been hosts of the FIFA World Cup in Europe?	"[""Italy"", ""France"", ""Switzerland"", ""Sweden"", ""England"", ""West Germany"", ""Spain"", ""Germany"", ""Russia""]"	2	GPT-o3,DeepSeek-R	5	GPT-o3
synthetic	67	Q4	Which nations have been hosts of the FIFA World Cup excluding those in Europe?	"[""Uruguay"", ""Brazil"", ""Chile"", ""Mexico"", ""Argentina"", ""United States of America"", ""South Korea"", ""Japan"", ""South Africa"", ""Qatar""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	74	Q1	Which religions are officially recognized in Indonesia?	"[""Islam"", ""Protestantism"", ""Catholicism"", ""Hinduism"", ""Buddhism"", ""Confucianism""]"	2	GPT-5,DeepSeek-R	5	GPT-5
synthetic	74	Q2	What are the official religions of Indonesia?	"[""Islam"", ""Protestantism"", ""Catholicism"", ""Hinduism"", ""Buddhism"", ""Confucianism""]"	2	GPT-5,DeepSeek-R	5	GPT-5
synthetic	74	Q3	Which religion officially recognized in Indonesia is a majority religion?	"[""Islam""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	74	Q4	Which religions officially recognized in Indonesia are minority religions?	"[""Protestantism"", ""Catholicism"", ""Hinduism"", ""Buddhism"", ""Confucianism""]"	3	GPT-5,GPT-o3,DeepSeek-R	5	GPT-5
synthetic	75	Q1	Which disciplines featured in the 2022 Winter Olympics?	"[""Alpine skiing"", ""Biathlon"", ""Bobsleigh"", ""Cross-country skiing"", ""Curling"", ""Figure skating"", ""Freestyle skiing"", ""Ice hockey"", ""Luge"", ""Nordic combined"", ""Short track speed skating"", ""Skeleton"", ""Ski jumping"", ""Snowboarding"", ""Speed skating""]"	2	GPT-5,GPT-5-mini	5	GPT-5
synthetic	75	Q2	What were the disciplines of the 2022 Winter Olympics?	"[""Biathlon"", ""Bobsleigh"", ""Skeleton"", ""Curling"", ""Ice hockey"", ""Luge"", ""Figure skating"", ""Short track speed skating"", ""Speed skating"", ""Alpine skiing"", ""Cross-country skiing"", ""Freestyle skiing"", ""Nordic combined"", ""Ski jumping"", ""Snowboarding""]"	3	GPT-5,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	75	Q3	Which disciplines of the 2022 Winter Olympics involve skating?	"[""Figure skating"", ""Speed skating"", ""Short track speed skating"", ""Ice hockey""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	75	Q4	Which disciplines of the 2022 Winter Olympics do not involve skating?	"[""Alpine skiing"", ""Biathlon"", ""Bobsleigh"", ""Cross-country skiing"", ""Curling"", ""Freestyle skiing"", ""Luge"", ""Nordic combined"", ""Skeleton"", ""Ski jumping"", ""Snowboarding""]"	3	GPT-5,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	78	Q1	What are the constituent countries of the UK?	"[""England"", ""Scotland"", ""Wales"", ""Northern Ireland""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	78	Q2	Which countries make up the United Kingdom?	"[""England"", ""Scotland"", ""Wales"", ""Northern Ireland""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	78	Q3	What are the constituent countries of the UK located on the island of Great Britain?	"[""England"", ""Scotland"", ""Wales""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	78	Q4	What are the constituent countries of the UK excluding those located on the island of Great Britain?	"[""Northern Ireland""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	79	Q1	Which Egyptian sites are recognized as UNESCO World Heritage?	"[""Abu Mena"", ""Ancient Thebes with its Necropolis"", ""Historic Cairo"", ""Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur"", ""Nubian Monuments from Abu Simbel to Philae"", ""Saint Catherine Area"", ""Wadi Al-Hitan (Whale Valley)""]"	2	GPT-5,Gemini-2.5-pro	5	GPT-5
synthetic	79	Q2	What are the UNESCO World Heritage Sites in Egypt?	"[""Abu Mena"", ""Ancient Thebes with its Necropolis"", ""Historic Cairo"", ""Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur"", ""Nubian Monuments from Abu Simbel to Philae"", ""Saint Catherine Area"", ""Wadi Al-Hitan (Whale Valley)""]"	2	GPT-o3,Gemini-2.5-pro	5	GPT-o3
synthetic	79	Q3	Which Pharaonic Egyptian sites are recognized as UNESCO World Heritage?	"[""Ancient Thebes with its Necropolis"", ""Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur"", ""Nubian Monuments from Abu Simbel to Philae""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	79	Q4	Which Egyptian UNESCO World Heritage are not Pharaonic?	"[""Abu Mena"", ""Historic Cairo"", ""Saint Catherine Area"", ""Wadi Al-Hitan (Whale Valley)""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	91	Q1	List the screenwriters of the film 'The Godfather'.	"[""Mario Puzo"", ""Francis Ford Coppola""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	91	Q2	Who wrote the screenplay for 'The Godfather'?	"[""Mario Puzo"", ""Francis Ford Coppola""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	91	Q3	List the screenwriters of the film 'The Godfather' who also wrote the book the movie was based on.	"[""Mario Puzo""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	91	Q4	List the screenwriters of the film 'The Godfather' who did not write the book the movie was based on.	"[""Francis Ford Coppola""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	93	Q1	Which degrees did Isaac Newton have?	"[""Bachelor of Arts"", ""Master of Arts""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	4	GPT-5
synthetic	93	Q2	What degrees did Newton hold?	"[""Bachelor of Arts"", ""Master of Arts""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	93	Q3	What undergraduate degrees did Newton hold?	"[""Bachelor of Arts""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	93	Q4	What postgraduate degrees did Newton hold?	"[""Master of Arts""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	4	GPT-5
synthetic	97	Q1	List the voice actors for Homer in the Spanish version of The Simpsons.	"[""Carlos Revilla"", ""Carlos Ysbert"", ""Humberto Vélez"", ""Víctor Manuel Espinoza""]"	2	GPT-5,Gemini-2.5-pro	4	GPT-5
synthetic	97	Q2	Who are the Spanish voice actors who play Homer in the Simpsons?	"[""Humberto Vélez"", ""Víctor Manuel Espinoza"", ""Carlos Revilla"", ""Carlos Ysbert""]"	2	GPT-o3,Gemini-2.5-pro	4	GPT-o3
synthetic	97	Q3	List the voice actors for Homer in the Latin American Spanish version of The Simpsons.	"[""Humberto Vélez"", ""Víctor Manuel Espinoza""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	4	GPT-5
synthetic	97	Q4	List the voice actors for Homer in the Spanish version of The Simpsons excluding those who acted in the Latin American version.	"[""Carlos Revilla"", ""Carlos Ysbert""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	4	GPT-5
synthetic	100	Q1	List the musicians in the band The Rolling Stones.	"[""Mick Jagger"", ""Keith Richards"", ""Brian Jones"", ""Ian Stewart"", ""Bill Wyman"", ""Charlie Watts"", ""Mick Taylor"", ""Ronnie Wood""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	4	GPT-5
synthetic	100	Q2	Who are the members of The Rolling Stones?	"[""Mick Jagger"", ""Keith Richards"", ""Brian Jones"", ""Ian Stewart"", ""Charlie Watts"", ""Bill Wyman"", ""Mick Taylor"", ""Ronnie Wood""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	100	Q3	List the guitarists in the band The Rolling Stones.	"[""Brian Jones"", ""Keith Richards"", ""Mick Taylor"", ""Ronnie Wood""]"	3	GPT-5,GPT-o3,DeepSeek-R	5	GPT-5
synthetic	100	Q4	List the musicians in the band The Rolling Stones excluding the guitarists.	"[""Mick Jagger"", ""Bill Wyman"", ""Charlie Watts"", ""Ian Stewart""]"	2	GPT-5,GPT-5-mini	5	GPT-5
synthetic	101	Q1	List the American founders of the Microsoft Corporation.	"[""Bill Gates"", ""Paul Allen""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	101	Q2	Who founded Microsoft and is from the U.S.?	"[""Bill Gates"", ""Paul Allen""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	101	Q3	List the American founders of the Microsoft Corporation who served as CEO.	"[""Bill Gates""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	101	Q4	List the American founders of the Microsoft Corporation who never served as CEO.	"[""Paul Allen""]"	4	GPT-5,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	106	Q1	List the actresses who starred in the original Star Trek television show and played crew members of the USS Enterprise.	"[""Nichelle Nichols"", ""Majel Barrett"", ""Grace Lee Whitney""]"	3	GPT-5,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	106	Q2	Who were the actresses of Star Trek: The Original Series and played crew of the USS Enterprise?	"[""Nichelle Nichols"", ""Majel Barrett"", ""Grace Lee Whitney""]"	2	GPT-5,DeepSeek-R	4	GPT-5
synthetic	106	Q3	List the actresses who starred in the original Star Trek television show and played crew members of the USS Enterprise in multiple seasons.	"[""Nichelle Nichols"", ""Majel Barrett""]"	3	GPT-5,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	106	Q4	List the actresses who starred in the original Star Trek television show and played crew members of the USS Enterprise in only one season.	"[""Grace Lee Whitney""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	108	Q1	List the Oscar-winning cast members of the film Inception.	"[""Leonardo DiCaprio"", ""Marion Cotillard"", ""Michael Caine"", ""Cillian Murphy""]"	3	GPT-5,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	108	Q2	What actors in Inception have won an Academy Award?	"[""Leonardo DiCaprio"", ""Marion Cotillard"", ""Michael Caine"", ""Cillian Murphy""]"	2	GPT-5,Gemini-2.5-pro	5	GPT-5
synthetic	108	Q3	List the actors of Inception who have won an Oscar, but not for Inception.	"[""Leonardo DiCaprio"", ""Marion Cotillard"", ""Michael Caine"", ""Cillian Murphy""]"	2	GPT-5,Gemini-2.5-pro	5	GPT-5
synthetic	108	Q4	List the actors who won an Oscar for Inception.	[]	4	GPT-5,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	110	Q1	List the composers of 'Avatar: The Last Airbender'.	"[""Jeremy Zuckerman"", ""Benjamin Wynn""]"	3	GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-o3
synthetic	110	Q2	Who composed music for the series 'Avatar: The Last Airbender'?	"[""Jeremy Zuckerman"", ""Benjamin Wynn""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	110	Q3	List the composers of 'Avatar: The Last Airbender' who were educated at the Berklee College of Music.	"[""Jeremy Zuckerman""]"	3	GPT-5,GPT-o3,DeepSeek-R	5	GPT-5
synthetic	110	Q4	List the composers of 'Avatar: The Last Airbender' who were not educated at the Berklee College of Music.	"[""Benjamin Wynn""]"	3	GPT-5,GPT-o3,DeepSeek-R	4	GPT-5
synthetic	119	Q1	List the Indian states with an official language that is Dravidian.	"[""Tamil Nadu"", ""Kerala"", ""Karnataka"", ""Andhra Pradesh"", ""Telangana""]"	3	GPT-5,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	119	Q2	What are the states of India with an official language that is Dravidian?	"[""Andhra Pradesh"", ""Karnataka"", ""Kerala"", ""Tamil Nadu"", ""Telangana""]"	4	GPT-5,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	119	Q3	List the most populous Indian state with an official language that is Dravidian.	"[""Tamil Nadu""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	119	Q4	List the Indian states with an official language that is Dravidian excluding the most populous such state.	"[""Andhra Pradesh"", ""Karnataka"", ""Kerala"", ""Telangana""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	123	Q1	Who have been the kings of Belgium?	"[""Leopold 1"", ""Leopold 2"", ""Albert 1"", ""Leopold 3"", ""Baudouin"", ""Albert 2"", ""Philippe""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	123	Q2	List all Belgian kings.	"[""Leopold 1"", ""Leopold 2"", ""Albert 1"", ""Leopold 3"", ""Baudouin"", ""Albert 2"", ""Philippe""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	123	Q3	List all past Belgian kings.	"[""Leopold 1"", ""Leopold 2"", ""Albert 1"", ""Leopold 3"", ""Baudouin"", ""Albert 2""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	123	Q4	Name the current Belgian king.	"[""Philippe""]"	3	GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-o3
synthetic	125	Q1	Which languages have been made official in South Africa since 1990?	"[""isiNdebele"", ""isiXhosa"", ""isiZulu"", ""Sepedi"", ""Sesotho"", ""Setswana"", ""siSwati"", ""Tshivenda"", ""Xitsonga"", ""South African Sign Language""]"	2	GPT-5,Gemini-2.5-pro	5	GPT-5
synthetic	125	Q2	What languages of South Africa have been made official since 1990?	"[""isiNdebele"", ""isiXhosa"", ""isiZulu"", ""Sepedi"", ""Sesotho"", ""Setswana"", ""siSwati"", ""Tshivenda"", ""Xitsonga"", ""South African Sign Language""]"	1	GPT-5	5	GPT-5
synthetic	125	Q3	Which sign languages have been made official in South Africa since 1990?	"[""South African Sign Language""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	4	GPT-5
synthetic	125	Q4	Which spoken languages have been made official in South Africa since 1990?	"[""isiZulu"", ""isiXhosa"", ""Sepedi"", ""Setswana"", ""Sesotho"", ""Xitsonga"", ""siSwati"", ""Tshivenda"", ""isiNdebele""]"	3	GPT-5,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	126	Q1	Which holidays are recognized as federal holidays in the United States?	"[""New Year's Day"", ""Birthday of Martin Luther King, Junior"", ""Washington's Birthday"", ""Memorial Day"", ""Juneteenth National Independence Day"", ""Independence Day"", ""Labor Day"", ""Columbus Day"", ""Veterans Day"", ""Thanksgiving Day"", ""Christmas Day""]"	2	GPT-5,GPT-o3	5	GPT-5
synthetic	126	Q2	What are the U.S. federal holidays?	"[""New Year's Day"", ""Birthday of Martin Luther King, Junior"", ""Washington's Birthday"", ""Memorial Day"", ""Juneteenth National Independence Day"", ""Independence Day"", ""Labor Day"", ""Columbus Day"", ""Veterans Day"", ""Thanksgiving Day"", ""Christmas Day""]"	3	GPT-5,GPT-o3,Gemini-2.5-pro	5	GPT-5
synthetic	126	Q3	Which federal holidays in the United States involve the celebration of historical or religious events?	"[""Birthday of Martin Luther King, Junior"", ""Washington's Birthday"", ""Memorial Day"", ""Juneteenth National Independence Day"", ""Independence Day"", ""Columbus Day"", ""Veterans Day"", ""Thanksgiving Day"", ""Christmas Day""]"	1	GPT-5	5	GPT-5
synthetic	126	Q4	Which federal holidays in the United States are not related to the celebration of historical or religious events?	"[""New Year's Day"", ""Labor Day""]"	3	GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-o3
synthetic	129	Q1	What are the Ancient Wonders of the World?	"[""Great Pyramid of Giza"", ""Hanging Gardens of Babylon"", ""Statue of Zeus at Olympia"", ""Temple of Artemis at Ephesus"", ""Mausoleum at Halicarnassus"", ""Colossus of Rhodes"", ""Lighthouse of Alexandria""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	129	Q2	What are the Seven Ancient Wonders of the World?	"[""Great Pyramid of Giza"", ""Hanging Gardens of Babylon"", ""Statue of Zeus at Olympia"", ""Temple of Artemis at Ephesus"", ""Mausoleum at Halicarnassus"", ""Colossus of Rhodes"", ""Lighthouse of Alexandria""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	129	Q3	What is the oldest of the Seven Ancient Wonders of the World?	"[""Great Pyramid of Giza""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	129	Q4	What are the Seven Ancient Wonders of the World excluding the oldest?	"[""Hanging Gardens of Babylon"", ""Statue of Zeus at Olympia"", ""Temple of Artemis at Ephesus"", ""Mausoleum at Halicarnassus"", ""Colossus of Rhodes"", ""Lighthouse of Alexandria""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	135	Q1	What are the notes in a C7 chord?	"[""C"", ""E"", ""G"", ""B flat""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	135	Q2	Which notes comprise a C dominant 7th chord?	"[""C"", ""E"", ""G"", ""B flat""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	135	Q3	What are the notes in both a C7 chord and a C minor chord?	"[""C"", ""G""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	135	Q4	What are the notes in a C7 chord but not a C minor chord?	"[""E"", ""B flat""]"	4	GPT-5,GPT-o3,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	137	Q1	What are the chambers of the human heart?	"[""Right atrium"", ""Right ventricle"", ""Left atrium"", ""Left ventricle""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	137	Q2	What chambers are in the human heart?	"[""Right atrium"", ""Right ventricle"", ""Left atrium"", ""Left ventricle""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	137	Q3	What chambers are on the right side of the human heart?	"[""right atrium"", ""right ventricle""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	137	Q4	What chambers are on the left side of the human heart?	"[""left atrium"", ""left ventricle""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	138	Q1	Which chemical elements have a lower boiling point than water?	"[""hydrogen"", ""helium"", ""nitrogen"", ""oxygen"", ""fluorine"", ""neon"", ""chlorine"", ""argon"", ""bromine"", ""krypton"", ""xenon"", ""radon""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	138	Q2	The boiling point of which chemical elements is lower than that of water?	"[""Hydrogen"", ""Helium"", ""Nitrogen"", ""Oxygen"", ""Fluorine"", ""Neon"", ""Chlorine"", ""Argon"", ""Krypton"", ""Xenon"", ""Radon"", ""Bromine""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	138	Q3	The boiling point of which chemical elements is lower than that of water but higher than 25°C?	"[""Bromine""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	138	Q4	The boiling point of which chemical elements is lower than that of water and lower than or equal to 25°C?	"[""Hydrogen"", ""Helium"", ""Nitrogen"", ""Oxygen"", ""Fluorine"", ""Neon"", ""Chlorine"", ""Argon"", ""Krypton"", ""Xenon"", ""Radon""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	139	Q1	Which numbers below 100 are prime?	"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""19"", ""23"", ""29"", ""31"", ""37"", ""41"", ""43"", ""47"", ""53"", ""59"", ""61"", ""67"", ""71"", ""73"", ""79"", ""83"", ""89"", ""97""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	139	Q2	What are the prime numbers less than 100?	"[""2"", ""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""19"", ""23"", ""29"", ""31"", ""37"", ""41"", ""43"", ""47"", ""53"", ""59"", ""61"", ""67"", ""71"", ""73"", ""79"", ""83"", ""89"", ""97""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	139	Q3	Which numbers below 100 are prime and even?	"[""2""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	139	Q4	Which numbers below 100 are prime and odd?	"[""3"", ""5"", ""7"", ""11"", ""13"", ""17"", ""19"", ""23"", ""29"", ""31"", ""37"", ""41"", ""43"", ""47"", ""53"", ""59"", ""61"", ""67"", ""71"", ""73"", ""79"", ""83"", ""89"", ""97""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	140	Q1	Which U.S. Presidents were assassinated while in office?	"[""Abraham Lincoln"", ""James Abram Garfield"", ""William McKinley"", ""John Fitzgerald Kennedy""]"	4	GPT-5,GPT-o3,GPT-5-mini,DeepSeek-R	5	GPT-5
synthetic	140	Q2	Which sitting American Presidents were killed?	"[""Abraham Lincoln"", ""James Abram Garfield"", ""William McKinley"", ""John Fitzgerald Kennedy""]"	4	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro	5	GPT-5
synthetic	140	Q3	Which U.S. Presidents were assassinated while in office and served less than a year?	"[""James Abram Garfield""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	140	Q4	Which U.S. Presidents were assassinated while in office and served at least a year?	"[""Abraham Lincoln"", ""William McKinley"", ""John Fitzgerald Kennedy""]"	3	GPT-5,GPT-o3,GPT-5-mini	5	GPT-5
synthetic	141	Q1	What notes do the open strings on a guitar play under standard tuning?	"[""E"", ""A"", ""D"", ""G"", ""B""]"	4	GPT-5,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
synthetic	141	Q2	What notes do the open strings on a guitar play under standard tuning?	"[""E"", ""A"", ""D"", ""G"", ""B""]"	3	GPT-5,GPT-o3,DeepSeek-R	5	GPT-5
synthetic	141	Q3	What notes are played by multiple open strings on a guitar under standard tuning?	"[""E""]"	5	GPT-5,GPT-o3,GPT-5-mini,Gemini-2.5-pro,DeepSeek-R	5	GPT-5
